NR. SEQUENZIALE,DATA,N1,N2,N3,N4,N5,N6
197,13/10/1999,18,57,02,67,13,04
198,16/10/1999,57,02,49,04,16,18
199,20/10/1999,57,80,02,18,[67],04
200,23/10/1999,[57],67,80,37,13,62
201,27/10/1999,80,67,13,04,16,37
202,30/10/1999,06,04,67,73,80,13
203,08/11/1999,04,80,06,62,43,[67]
204,09/11/1999,13,67,06,16,62,02
205,12/11/1999,[06],13,67,34,72,16
206,13/11/1999,13,06,73,62,67,04
207,17/11/1999,[06],67,[80],02,[73],16
208,20/11/1999,06,80,67,16,66,73
209,24/11/1999,80,06,73,18,81,04
210,27/11/1999,06,73,80,16,81,04
211,05/12/1999,80,73,06,81,67,49
212,06/12/1999,80,06,81,73,02,18
213,15/12/1999,73,80,06,81,37,67
214,18/12/1999,88,43,66,67,80,02
215,22/12/1999,80,[06],49,81,02,37
216,27/12/1999,02,87,06,43,16,49
217,29/12/1999,43,87,02,06,[88],73
218,03/01/2000,49,[88],87,17,20,80
219,04/01/2000,[88],20,49,72,06,73
220,07/01/2000,20,88,49,73,02,66
221,15/01/2000,20,02,66,49,88,87
222,19/01/2000,49,88,02,87,[20],37
223,22/01/2000,88,87,20,49,52,02
224,26/01/2000,88,66,20,[87],06,[57]
225,29/01/2000,06,20,88,57,49,63
226,02/02/2000,88,06,20,73,80,49
227,08/02/2000,88,05,49,20,06,57
228,09/02/2000,[49],88,63,20,05,66
229,11/02/2000,88,05,20,63,06,66
230,12/02/2000,88,05,[20],57,63,66
231,16/02/2000,88,20,06,57,36,45
232,19/02/2000,20,88,06,57,36,63
233,23/02/2000,06,88,57,20,63,73
234,26/02/2000,06,88,[57],73,66,05
235,01/03/2000,88,73,20,05,52,06
236,05/03/2000,05,06,66,52,[01],57
237,06/03/2000,05,[66],52,[06],57,20
238,15/03/2000,36,05,57,34,06,20
239,18/03/2000,20,06,88,36,57,[76]
240,22/03/2000,06,36,05,88,20,63
241,25/03/2000,06,05,36,88,20,76
242,29/03/2000,36,76,63,05,81,[06]
243,03/04/2000,05,36,72,63,06,[88]
244,10/04/2000,05,36,37,57,63,06
245,11/04/2000,05,37,36,88,57,52
246,15/04/2000,57,63,06,76,05,36
247,19/04/2000,[05],36,72,[88],06,20
248,22/04/2000,23,20,88,57,63,53
249,26/04/2000,88,36,63,23,06,20
250,29/04/2000,[88],06,57,62,23,72
251,01/05/2000,36,88,63,72,52,06
252,02/05/2000,06,88,57,36,63,[52]
253,04/05/2000,88,06,37,72,36,34
254,07/05/2000,[88],17,72,36,06,37
255,08/05/2000,88,[36],72,[23],17,06
256,13/05/2000,72,76,88,41,[79],84
257,17/05/2000,88,06,37,57,80,72
258,20/05/2000,20,17,72,[41],84,88
259,24/05/2000,[72],88,17,75,84,20
260,27/05/2000,88,19,32,17,73,57
261,31/05/2000,73,88,32,37,17,46
262,05/06/2000,19,17,73,32,88,57
263,09/06/2000,73,17,32,46,75,84
264,12/06/2000,67,19,73,17,32,06
265,14/06/2000,73,88,19,46,60,84
266,17/06/2000,19,73,18,63,46,60
267,21/06/2000,88,60,73,30,19,46
268,24/06/2000,84,19,73,88,46,60
269,28/06/2000,73,30,46,60,84,[18]
270,06/07/2000,20,73,19,46,60,84
271,10/07/2000,20,73,53,63,17,46
272,15/07/2000,20,63,73,88,53,46
273,19/07/2000,63,84,20,73,17,46
274,22/07/2000,63,17,20,67,73,16
275,26/07/2000,73,63,20,76,46,84
276,29/07/2000,20,46,73,84,30,[76]
277,01/08/2000,46,37,73,20,84,88
278,03/08/2000,88,73,[20],46,84,30
279,04/08/2000,46,88,73,19,30,32
280,07/08/2000,88,46,73,63,30,84
281,11/08/2000,73,46,15,88,63,20
282,16/08/2000,73,15,17,46,63,88
283,19/08/2000,73,46,88,06,15,84
284,23/08/2000,63,73,46,84,88,15
285,26/08/2000,46,84,73,[15],32,43
286,30/08/2000,73,15,46,84,03,17
287,02/09/2000,73,45,46,15,04,[76]
288,08/09/2000,73,15,45,46,06,84
289,09/09/2000,15,46,73,84,45,[06]
290,12/09/2000,45,73,04,15,06,46
291,13/09/2000,06,73,15,[45],46,76
292,16/09/2000,06,15,58,04,73,46
293,20/09/2000,06,84,46,88,73,44
294,23/09/2000,06,46,84,44,76,[73]
295,27/09/2000,46,37,06,15,86,[84]
296,30/09/2000,15,63,06,44,46,13
297,05/10/2000,06,13,[12],88,44,46
298,06/10/2000,44,06,88,46,07,15
299,14/10/2000,[63],46,44,62,06,07
300,18/10/2000,46,86,07,44,88,12
301,21/10/2000,12,88,44,63,48,07
302,25/10/2000,12,88,06,80,44,46
303,28/10/2000,[06],88,63,12,[80],44
304,03/11/2000,06,12,44,[46],88,07
305,10/11/2000,37,63,12,88,06,07
306,11/11/2000,63,06,37,12,48,15
307,15/11/2000,88,37,12,06,44,63
308,18/11/2000,37,06,48,[03],12,88
309,22/11/2000,48,06,37,67,44,12
310,25/11/2000,88,06,48,44,78,37
311,29/11/2000,06,88,48,03,50,44
312,01/12/2000,67,50,06,14,34,44
313,02/12/2000,[67],06,37,12,03,39
314,04/12/2000,88,50,12,63,07,37
315,07/12/2000,39,06,14,50,72,03
316,08/12/2000,15,63,88,12,07,03
317,13/12/2000,44,88,57,12,22,07
318,16/12/2000,63,90,88,15,06,07
319,20/12/2000,15,06,57,37,88,50
320,23/12/2000,80,63,06,15,88,37
321,27/12/2000,15,07,88,44,31,57
322,30/12/2000,88,12,44,37,15,62
323,08/01/2001,88,07,15,12,[63],22
324,09/01/2001,88,63,15,44,12,07
325,12/01/2001,15,63,12,88,44,06
326,13/01/2001,88,48,63,15,[44],06
327,17/01/2001,88,06,76,07,[22],12
328,20/01/2001,78,88,31,15,80,07
329,24/01/2001,78,07,03,39,50,30
330,27/01/2001,78,[06],07,50,16,30
331,31/01/2001,69,78,06,03,07,30
332,05/02/2001,30,31,88,03,06,49
333,14/02/2001,06,80,88,78,69,07
334,17/02/2001,80,81,06,78,07,[30]
335,21/02/2001,78,[06],07,31,69,80
336,24/02/2001,06,07,31,[80],62,[78]
337,28/02/2001,06,80,88,07,31,81
338,01/03/2001,06,[62],07,48,88,31
339,02/03/2001,31,07,69,06,80,62
340,03/03/2001,62,31,88,06,80,86
341,10/03/2001,88,31,06,62,07,80
342,11/03/2001,88,31,62,34,80,[07]
343,14/03/2001,88,[62],31,86,80,69
344,17/03/2001,88,80,12,31,06,34
345,21/03/2001,88,31,06,12,80,62
346,24/03/2001,62,[80],06,49,88,86
347,28/03/2001,62,06,[88],49,80,31
348,31/03/2001,31,62,34,39,80,[12]
349,04/04/2001,31,34,80,60,87,69
350,06/04/2001,31,34,62,80,87,69
351,07/04/2001,34,31,62,87,89,80
352,08/04/2001,87,31,62,34,06,80
353,14/04/2001,62,39,14,31,87,06
354,18/04/2001,87,14,31,39,78,60
355,21/04/2001,87,[31],72,06,49,60
356,26/04/2001,06,87,69,21,88,49
357,28/04/2001,69,72,34,88,87,21
358,05/05/2001,34,69,88,72,87,21
359,09/05/2001,87,[69],21,14,88,60
360,12/05/2001,[14],03,72,06,87,16
361,16/05/2001,34,72,14,60,87,21
362,19/05/2001,03,02,72,87,34,21
363,23/05/2001,03,76,80,62,[63],02
364,26/05/2001,34,72,03,87,02,39
365,30/05/2001,34,03,72,87,21,39
366,06/06/2001,34,76,21,32,03,72
367,10/06/2001,45,14,76,[03],72,87
368,13/06/2001,14,76,34,60,63,39
369,16/06/2001,[21],76,63,72,01,57
370,20/06/2001,76,01,72,63,48,16
371,23/06/2001,01,63,76,39,20,72
372,27/06/2001,72,01,76,63,48,[20]
373,30/06/2001,76,63,01,48,80,72
374,02/07/2001,76,[63],01,48,72,90
375,03/07/2001,76,72,01,56,63,[32]
376,04/07/2001,76,01,72,[63],56,90
377,07/07/2001,76,01,56,32,72,90
378,11/07/2001,49,76,32,01,45,63
379,14/07/2001,76,[01],49,63,88,72
380,18/07/2001,[63],76,32,62,45,49
381,21/07/2001,32,63,45,88,76,64
382,25/07/2001,63,[76],88,30,32,49
383,28/07/2001,63,62,30,33,72,28
384,01/08/2001,63,[72],62,30,64,32
385,08/08/2001,63,62,17,33,49,48
386,09/08/2001,62,63,56,32,30,17
387,16/08/2001,63,06,56,39,[62],81
388,18/08/2001,63,48,33,79,81,[06]
389,22/08/2001,33,30,63,32,64,17
390,25/08/2001,79,63,28,33,17,30
391,29/08/2001,63,79,30,88,48,17
392,05/09/2001,63,17,48,79,52,33
393,06/09/2001,33,17,56,63,48,79
394,15/09/2001,79,63,57,17,33,66
395,19/09/2001,79,06,33,63,32,48
396,22/09/2001,06,63,79,33,32,17
397,26/09/2001,81,79,63,17,33,48
398,29/09/2001,63,48,06,17,33,79
399,01/10/2001,63,66,06,48,81,17
400,02/10/2001,63,33,13,17,66,79
401,03/10/2001,63,17,13,79,33,66
402,10/10/2001,79,06,63,57,17,33
403,11/10/2001,79,17,[42],63,43,33
404,12/10/2001,04,63,48,79,17,33
405,13/10/2001,48,79,04,63,76,17
406,17/10/2001,81,79,63,04,33,48
407,20/10/2001,79,63,48,81,14,04
408,24/10/2001,04,81,63,[48],79,17
409,27/10/2001,63,04,81,79,88,17
410,31/10/2001,[63],04,81,[17],70,79
411,04/11/2001,63,[81],04,70,15,79
412,07/11/2001,63,04,88,15,79,70
413,08/11/2001,43,63,06,79,04,88
414,14/11/2001,79,78,43,63,[04],15
415,17/11/2001,79,78,04,43,63,15
416,21/11/2001,63,04,79,70,15,43
417,24/11/2001,[06],70,78,79,67,04
418,28/11/2001,04,63,79,15,43,78
419,05/12/2001,88,04,[43],15,79,78
420,09/12/2001,04,67,78,79,54,85
421,12/12/2001,79,[78],67,54,[04],10
422,15/12/2001,04,79,63,[14],54,15
423,19/12/2001,04,67,79,63,54,57
424,22/12/2001,67,79,04,63,14,15
425,27/12/2001,63,67,79,54,04,15
426,29/12/2001,79,63,04,15,67,[24]
427,31/12/2001,79,04,15,[63],32,67
428,06/01/2002,32,79,04,88,02,15
429,16/01/2002,79,02,32,63,15,67
430,19/01/2002,02,67,79,04,63,32
431,23/01/2002,02,67,79,04,32,03
432,26/01/2002,79,32,63,02,67,04
433,30/01/2002,[79],02,67,63,04,14
434,01/02/2002,41,32,56,04,83,02
435,02/02/2002,41,32,67,63,04,14
436,03/02/2002,41,49,56,04,63,06
437,05/02/2002,67,82,83,02,77,49
438,10/02/2002,32,09,80,56,49,02
439,11/02/2002,49,32,04,41,83,09
440,13/02/2002,04,32,49,02,06,41
441,16/02/2002,14,[06],04,26,02,56
442,20/02/2002,03,04,14,02,56,63
443,23/02/2002,02,[56],06,57,67,04
444,27/02/2002,14,77,[29],49,88,02
445,04/03/2002,14,06,63,87,41,67
446,07/03/2002,[14],63,80,32,53,06
447,08/03/2002,14,53,55,80,87,06
448,12/03/2002,14,06,63,09,67,56
449,13/03/2002,14,26,06,27,02,63
450,16/03/2002,14,06,63,02,03,36
451,20/03/2002,14,02,[77],32,03,53
452,23/03/2002,14,28,32,26,55,36
453,27/03/2002,63,06,14,67,02,88
454,30/03/2002,14,63,06,88,26,27
455,05/04/2002,14,[06],32,63,[01],09
456,09/04/2002,14,06,09,26,32,[88]
457,13/04/2002,14,06,03,02,55,26
458,17/04/2002,14,02,01,03,67,26
459,20/04/2002,14,26,09,[88],02,61
460,24/04/2002,26,67,14,09,02,12
461,27/04/2002,88,06,14,65,09,67
462,01/05/2002,88,26,14,02,67,72
463,06/05/2002,14,88,03,09,02,67
464,10/05/2002,14,02,88,[09],06,67
465,12/05/2002,[14],88,02,68,48,06
466,15/05/2002,14,02,48,88,67,03
467,18/05/2002,14,88,21,02,06,48
468,22/05/2002,14,[12],32,88,21,06
469,25/05/2002,[88],14,71,53,02,06
470,29/05/2002,14,48,88,02,67,65
471,02/06/2002,14,88,48,02,08,67
472,03/06/2002,14,26,88,02,48,[06]
473,04/06/2002,14,88,26,08,21,41
474,07/06/2002,14,40,88,[83],08,06
475,11/06/2002,14,88,63,02,08,06
476,15/06/2002,14,88,06,63,39,41
477,19/06/2002,14,88,63,26,07,21
478,22/06/2002,14,41,21,07,63,26
479,26/06/2002,21,14,63,26,85,[88]
480,29/06/2002,14,63,88,48,07,65
481,08/07/2002,63,14,[07],06,88,61
482,09/07/2002,14,63,39,88,65,48
483,12/07/2002,63,[06],14,88,39,80
484,13/07/2002,[63],88,14,40,65,06
485,17/07/2002,88,14,39,65,06,26
486,20/07/2002,88,65,14,71,46,39
487,24/07/2002,65,[88],14,39,48,78
488,27/07/2002,65,71,14,88,[11],39
489,31/07/2002,14,88,11,78,71,84
490,05/08/2002,39,65,88,78,48,[57]
491,06/08/2002,62,71,88,65,39,78
492,14/08/2002,88,62,57,71,39,47
493,17/08/2002,78,[88],14,57,39,47
494,21/08/2002,88,78,65,14,62,39
495,24/08/2002,14,65,78,88,71,63
496,28/08/2002,78,39,[88],26,47,65
497,31/08/2002,78,48,62,26,02,65
498,01/09/2002,78,48,86,88,26,02
499,02/09/2002,48,78,86,88,06,02
500,03/09/2002,[88],39,78,42,47,65
501,10/09/2002,88,47,[65],78,86,39
502,11/09/2002,88,86,[39],57,47,78
503,14/09/2002,[88],86,73,47,02,06
504,18/09/2002,88,73,86,10,47,62
505,21/09/2002,88,48,[10],47,73,74
506,25/09/2002,88,14,47,45,73,86
507,28/09/2002,88,47,86,48,73,21
508,04/10/2002,88,86,73,77,41,[02]
509,07/10/2002,88,47,48,77,61,14
510,08/10/2002,74,86,77,88,63,47
511,12/10/2002,74,88,47,41,86,14
512,16/10/2002,41,74,88,[37],47,81
513,19/10/2002,88,63,76,86,41,47
514,23/10/2002,74,88,76,41,47,14
515,26/10/2002,[88],77,47,23,63,37
516,30/10/2002,88,77,76,41,63,47
517,05/11/2002,77,88,76,23,47,86
518,09/11/2002,88,77,[86],76,74,47
519,13/11/2002,88,77,57,76,74,41
520,16/11/2002,88,86,41,57,[47],74
521,20/11/2002,88,76,86,41,03,57
522,23/11/2002,88,41,86,03,76,57
523,27/11/2002,88,86,41,74,57,03
524,30/11/2002,86,88,41,74,57,23
525,01/12/2002,88,86,41,74,57,76
526,06/12/2002,88,[86],41,74,45,57
527,10/12/2002,41,74,88,76,23,03
528,12/12/2002,88,[86],41,45,[03],74
529,14/12/2002,74,88,06,86,64,23
530,17/12/2002,88,[86],41,06,74,72
531,19/12/2002,[88],74,57,86,06,41
532,21/12/2002,41,88,86,06,57,87
533,24/12/2002,86,88,41,87,[06],64
534,27/12/2002,86,88,[41],85,62,57
535,28/12/2002,86,88,01,23,05,82
536,31/12/2002,86,88,63,74,72,05
537,02/01/2003,86,88,74,37,78,25
538,03/01/2003,88,86,74,37,56,25
539,10/01/2003,88,[86],01,67,25,38
540,15/01/2003,88,86,74,25,38,67
541,18/01/2003,88,86,74,81,27,25
542,22/01/2003,[86],88,27,81,25,67
543,25/01/2003,86,88,81,74,27,25
544,29/01/2003,86,74,88,[27],56,81
545,01/02/2003,86,81,27,56,88,37
546,04/02/2003,86,[27],88,56,74,81
547,07/02/2003,88,86,07,27,56,64
548,08/02/2003,88,86,27,56,07,38
549,15/02/2003,88,74,25,27,56,37
550,19/02/2003,88,86,74,27,25,56
551,22/02/2003,86,[88],37,27,51,85
552,26/02/2003,88,86,27,81,45,17
553,05/03/2003,74,88,27,25,38,64
554,09/03/2003,86,27,88,[45],17,25
555,11/03/2003,38,45,74,86,[25],[37]
556,12/03/2003,38,39,74,86,45,56
557,15/03/2003,74,[56],[27],39,45,32
558,19/03/2003,45,39,88,86,04,81
559,22/03/2003,27,45,86,88,39,17
560,26/03/2003,74,39,12,88,41,53
561,29/03/2003,45,74,39,37,88,17
562,01/04/2003,74,39,[37],86,[17],45
563,06/04/2003,74,37,39,81,79,38
564,10/04/2003,39,88,81,74,37,17
565,16/04/2003,[37],01,74,39,[88],17
566,19/04/2003,37,39,17,74,86,[53]
567,23/04/2003,37,63,86,45,39,74
568,26/04/2003,37,45,86,[39],74,17
569,30/04/2003,37,45,88,[74],63,17
570,02/05/2003,45,01,79,88,59,04
571,03/05/2003,45,37,01,51,04,17
572,04/05/2003,45,04,51,37,42,59
573,07/05/2003,45,37,42,04,59,88
574,11/05/2003,45,86,42,57,88,30
575,14/05/2003,37,04,42,45,88,30
576,17/05/2003,42,72,04,88,37,30
577,21/05/2003,80,37,42,04,81,[75]
578,24/05/2003,42,45,04,81,[12],72
579,28/05/2003,37,04,72,42,81,88
580,31/05/2003,42,04,12,37,72,81
581,08/06/2003,[42],04,33,12,[72],45
582,09/06/2003,37,12,62,04,[81],88
583,12/06/2003,12,04,62,37,59,81
584,14/06/2003,04,62,[59],12,37,77
585,18/06/2003,04,37,17,36,81,33
586,21/06/2003,[86],[45],37,62,12,04
587,25/06/2003,12,04,88,37,56,17
588,28/06/2003,04,37,63,45,12,41
589,05/07/2003,45,12,37,81,[01],[04]
590,06/07/2003,77,45,86,62,41,12
591,16/07/2003,45,77,01,86,[37],17
592,19/07/2003,77,86,37,41,45,12
593,23/07/2003,12,33,77,41,82,36
594,26/07/2003,[77],41,33,82,[86],88
595,30/07/2003,[82],33,41,55,37,12
596,01/08/2003,33,36,88,41,45,20
597,02/08/2003,33,36,41,88,20,55
598,03/08/2003,33,41,[88],20,36,55
599,10/08/2003,[41],36,20,55,87,33
600,11/08/2003,20,37,01,86,33,36
601,13/08/2003,01,33,18,20,36,37
602,16/08/2003,36,01,12,88,20,33
603,20/08/2003,20,36,01,12,86,33
604,23/08/2003,01,26,86,45,37,20
605,27/08/2003,37,33,36,26,88,57
606,30/08/2003,33,[36],69,30,18,01
607,04/09/2003,33,86,01,18,66,69
608,07/09/2003,[66],51,33,69,01,26
609,08/09/2003,51,01,69,86,26,20
610,13/09/2003,[01],69,86,37,09,26
611,17/09/2003,88,86,45,20,01,51
612,20/09/2003,[51],01,45,86,20,23
613,24/09/2003,37,45,01,63,80,13
614,27/09/2003,01,18,86,54,76,88
615,05/10/2003,69,54,01,23,45,62
616,09/10/2003,20,69,45,88,23,54
617,12/10/2003,20,13,86,[90],23,54
618,15/10/2003,86,01,[26],69,42,88
619,18/10/2003,54,69,45,37,26,86
620,22/10/2003,01,54,[86],73,37,20
621,25/10/2003,77,01,26,20,23,[54]
622,29/10/2003,[20],77,23,69,58,71
623,01/11/2003,73,23,69,45,86,13
624,06/11/2003,60,69,23,88,77,58
625,10/11/2003,23,60,88,01,58,85
626,15/11/2003,[86],37,01,85,90,48
627,19/11/2003,01,60,77,85,69,[23]
628,22/11/2003,21,86,60,69,01,58
629,26/11/2003,60,88,73,86,69,01
630,29/11/2003,69,60,73,[88],58,85
631,02/12/2003,[60],69,73,26,86,21
632,03/12/2003,86,69,26,88,53,[58]
633,04/12/2003,69,26,86,53,21,71
634,07/12/2003,86,53,21,69,[88],19
635,11/12/2003,86,88,69,26,01,89
636,13/12/2003,86,88,69,45,89,53
637,17/12/2003,86,53,69,[01],88,59
638,20/12/2003,53,86,69,78,63,71
639,24/12/2003,69,88,86,53,89,71
640,27/12/2003,69,86,01,88,[74],[53]
641,31/12/2003,69,86,01,21,57,32
642,09/01/2004,86,69,89,88,01,21
643,12/01/2004,86,88,69,09,01,73
644,14/01/2004,69,86,09,57,21,01
645,17/01/2004,86,82,69,09,48,90
646,21/01/2004,69,86,57,09,21,01
647,24/01/2004,69,86,21,09,03,71
648,28/01/2004,69,21,03,01,71,09
649,31/01/2004,86,01,69,21,09,57
650,10/02/2004,86,57,69,89,21,03
